Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
63000,2025-03-31 12:20:00,0.055488,1.867756,1.321285,1.001 omega + -0.003 theta omega + -0.090 omega^2 + -0.002 theta omega^2 + 0.294 omega^3,0.003 omega + -0.006 theta omega + -0.189 omega^2 + 0.001 theta^2 omega + -0.005 theta omega^2 + 0.675 omega^3,-4.1098085185e-05,6.1843942207e-05,2.6855422456e-03,1.9399362863e-04,-5.8980718220e-03,-1.8948260184e-01,-5.1624668233e-05,6.5421982918e-04,-4.5495168319e-03,6.7517086751e-01
63001,2025-03-31 12:25:00,nan,nan,nan,-0.001 1 + -0.002 theta + 1.019 omega + -0.001 theta^2 + 0.035 theta omega + -0.206 omega^2 + 0.007 theta^2 omega + -0.083 theta omega^2 + 2.908 omega^3,-0.002 1 + -0.003 theta + 0.038 omega + -0.001 theta^2 + 0.070 theta omega + -0.391 omega^2 + 0.014 theta^2 omega + -0.147 theta omega^2 + 5.711 omega^3,-1.6053770637e-03,-3.3197599963e-03,3.8285116855e-02,-1.4639504506e-03,6.9767623233e-02,-3.9115602610e-01,-1.9842942274e-04,1.4385511703e-02,-1.4697899198e-01,5.7113725433e+00
63002,2025-03-31 12:30:00,0.077917,1.331773,0.943316,0.006 1 + 0.002 theta + 0.830 omega + -0.005 theta omega + 1.348 omega^2 + 0.002 theta^2 omega + -0.152 theta omega^2 + -1.130 omega^3,0.011 1 + 0.004 theta + -0.327 omega + -0.001 theta^2 + -0.012 theta omega + 2.604 omega^2 + 0.004 theta^2 omega + -0.294 theta omega^2 + -1.771 omega^3,1.1211998361e-02,4.0214630455e-03,-3.2659553045e-01,-6.8732878269e-04,-1.1791502121e-02,2.6035250431e+00,2.0825039889e-05,4.0403716321e-03,-2.9420047108e-01,-1.7714928913e+00
63003,2025-03-31 12:35:00,0.067016,3.833313,2.710976,-0.015 1 + 1.083 omega + -0.009 theta omega + 0.692 omega^2 + -0.055 theta omega^2 + -1.543 omega^3,-0.030 1 + 0.001 theta + 0.171 omega + -0.018 theta omega + 1.267 omega^2 + -0.108 theta omega^2 + -2.647 omega^3,-3.0044940476e-02,8.6686951464e-04,1.7131339784e-01,3.5260008478e-04,-1.7890544151e-02,1.2673593963e+00,-1.6734481611e-05,3.8282007882e-04,-1.0769819832e-01,-2.6469548776e+00
63004,2025-03-31 12:40:00,nan,nan,nan,-0.001 1 + 0.001 theta + 0.981 omega + 0.015 theta omega + -0.373 omega^2 + 0.005 theta^2 omega + -0.196 theta omega^2 + 3.077 omega^3,-0.002 1 + 0.002 theta + -0.037 omega + 0.032 theta omega + -0.667 omega^2 + 0.010 theta^2 omega + -0.365 theta omega^2 + 6.252 omega^3,-1.8596097679e-03,1.5174164217e-03,-3.6932582633e-02,4.0799283647e-04,3.1651332223e-02,-6.6665717239e-01,-2.9588065587e-05,9.8641159836e-03,-3.6505060126e-01,6.2522484783e+00
63005,2025-03-31 12:45:00,0.070172,3.016614,2.133645,-0.001 1 + 0.002 theta + 1.006 omega + -0.001 theta^2 + -0.005 theta omega + 0.073 omega^2 + 0.001 theta^2 omega + 0.028 theta omega^2 + -2.413 omega^3,-0.003 1 + 0.004 theta + 0.017 omega + -0.001 theta^2 + -0.009 theta omega + 0.156 omega^2 + 0.001 theta^2 omega + 0.054 theta omega^2 + -5.243 omega^3,-2.6178561432e-03,3.9076061117e-03,1.6923684339e-02,-1.1388154965e-03,-8.8141740810e-03,1.5567509437e-01,8.2309090717e-05,1.3340715838e-03,5.4100899533e-02,-5.2428256847e+00
63006,2025-03-31 12:50:00,0.086970,2.855997,2.020431,0.004 1 + -0.001 theta + 0.987 omega + 0.002 theta omega + -0.300 omega^2 + 0.067 theta omega^2 + 0.183 omega^3,0.008 1 + -0.003 theta + -0.016 omega + 0.001 theta omega + -0.623 omega^2 + 0.141 theta omega^2 + 0.317 omega^3,7.6094362803e-03,-2.5567320612e-03,-1.5762790139e-02,3.9866858235e-04,1.4344125198e-03,-6.2312188210e-01,-3.2944842863e-05,-1.9822134188e-04,1.4051974888e-01,3.1742759946e-01
63007,2025-03-31 12:55:00,0.097062,2.763661,1.955408,0.005 1 + 0.860 omega + -0.010 theta omega + 1.287 omega^2 + 0.001 theta^2 omega + -0.055 theta omega^2 + -0.586 omega^3,0.009 1 + -0.276 omega + -0.021 theta omega + 2.586 omega^2 + 0.001 theta^2 omega + -0.110 theta omega^2 + -1.149 omega^3,8.9311917447e-03,4.1326420271e-04,-2.7641283034e-01,1.6023507025e-04,-2.0553126377e-02,2.5862800791e+00,-8.3762362585e-06,1.4118913583e-03,-1.1044753619e-01,-1.1488862399e+00
63008,2025-03-31 13:00:00,0.112527,3.675535,2.600213,-0.001 theta + 1.012 omega + -0.003 theta omega + 0.002 omega^2 + 0.005 theta omega^2 + -0.256 omega^3,-0.001 1 + -0.002 theta + 0.024 omega + -0.006 theta omega + -0.008 omega^2 + 0.009 theta omega^2 + -0.531 omega^3,-5.5067892027e-04,-2.1378658574e-03,2.4096204996e-02,-2.1269399825e-04,-5.9656425179e-03,-8.0644772418e-03,-5.8397016755e-06,-3.6563872597e-04,8.9812518935e-03,-5.3092119139e-01
63009,2025-03-31 13:05:00,0.020973,0.957997,0.677569,-0.001 theta + 1.017 omega + -0.002 theta omega + -0.169 omega^2 + -0.001 theta^2 omega + 0.077 theta omega^2 + -2.346 omega^3,0.001 1 + -0.002 theta + 0.034 omega + -0.005 theta omega + -0.336 omega^2 + -0.003 theta^2 omega + 0.149 theta omega^2 + -4.654 omega^3,7.3341049882e-04,-2.3281180606e-03,3.3955227973e-02,-2.0064344242e-04,-4.7221966332e-03,-3.3592037838e-01,6.2366202134e-06,-2.5786600839e-03,1.4922257428e-01,-4.6540336060e+00
