Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
44000,2025-01-24 09:35:00,0.019380,0.368993,0.261277,0.001 1 + 0.997 omega + 0.001 theta omega + -0.090 omega^2 + -0.003 theta omega^2 + 0.627 omega^3,0.002 1 + -0.001 theta + -0.004 omega + 0.002 theta omega + -0.194 omega^2 + -0.003 theta omega^2 + 1.122 omega^3,2.3869019208e-03,-6.7940753741e-04,-4.3335304030e-03,6.5196453628e-05,2.4143825452e-03,-1.9447542827e-01,-1.8499757322e-06,-9.2286050395e-05,-2.8653466870e-03,1.1223373506e+00
44001,2025-01-24 09:40:00,0.125356,8.473963,5.992653,0.001 1 + 1.008 omega + -0.003 theta omega + 0.188 omega^2 + 0.002 theta omega^2 + -1.588 omega^3,0.029 omega + -0.006 theta omega + 0.297 omega^2 + 0.006 theta omega^2 + -2.918 omega^3,4.7504247473e-04,-3.2054900325e-04,2.8543478218e-02,2.3602025362e-05,-6.2371686034e-03,2.9699276285e-01,-1.7148595526e-07,2.4341503032e-04,6.0204199969e-03,-2.9177852959e+00
44002,2025-01-24 09:45:00,0.077954,3.284929,2.323450,0.001 1 + -0.001 theta + 0.998 omega + 0.018 theta omega + -0.052 omega^2 + -0.003 theta^2 omega + 0.090 theta omega^2 + -1.821 omega^3,0.002 1 + -0.002 theta + -0.002 omega + 0.036 theta omega + -0.095 omega^2 + -0.007 theta^2 omega + 0.173 theta omega^2 + -3.737 omega^3,1.8735527034e-03,-2.0676258181e-03,-2.3348023381e-03,-3.2429982400e-04,3.5924106398e-02,-9.4599469226e-02,1.0868554224e-04,-7.0134488358e-03,1.7314104767e-01,-3.7366366804e+00
44003,2025-01-24 09:50:00,nan,nan,nan,-0.042 1 + 0.006 theta + 1.331 omega + -0.045 theta omega + -0.259 omega^2 + 0.001 theta^2 omega + 0.006 theta omega^2 + 0.902 omega^3,-0.089 1 + 0.012 theta + 0.698 omega + -0.095 theta omega + -0.549 omega^2 + 0.003 theta^2 omega + 0.013 theta omega^2 + 1.810 omega^3,-8.8500992826e-02,1.1901413518e-02,6.9792119903e-01,-3.3040314811e-04,-9.5077792627e-02,-5.4852259384e-01,-3.1797647847e-06,3.1028512847e-03,1.2806722742e-02,1.8100069241e+00
44004,2025-01-24 09:55:00,0.296693,5.242472,3.712919,-0.002 1 + -0.001 theta + 0.950 omega + -0.008 theta omega + -0.495 omega^2 + 0.001 theta^2 omega + -0.101 theta omega^2 + -0.801 omega^3,-0.004 1 + -0.001 theta + -0.103 omega + -0.016 theta omega + -1.051 omega^2 + 0.001 theta^2 omega + -0.219 theta omega^2 + -1.436 omega^3,-4.3484942062e-03,-1.1702425179e-03,-1.0346034860e-01,-8.4757938510e-05,-1.5827704983e-02,-1.0511791639e+00,-7.6414404006e-06,1.3574248523e-03,-2.1919807107e-01,-1.4360381046e+00
44005,2025-01-24 10:00:00,0.044236,1.261363,0.892467,0.005 1 + -0.002 theta + 0.931 omega + 0.028 theta omega + -0.005 omega^2 + -0.003 theta^2 omega + -0.020 theta omega^2 + 1.546 omega^3,0.011 1 + -0.005 theta + -0.144 omega + 0.001 theta^2 + 0.060 theta omega + -0.002 omega^2 + -0.007 theta^2 omega + -0.038 theta omega^2 + 2.685 omega^3,1.0916179679e-02,-5.3182773304e-03,-1.4408377625e-01,9.4671467788e-04,6.0328650477e-02,-2.2442444358e-03,-6.6611926496e-05,-6.8036902426e-03,-3.7606605396e-02,2.6851347687e+00
44006,2025-01-24 10:05:00,0.089684,2.613581,1.849169,0.001 1 + -0.001 theta + 1.011 omega + -0.147 omega^2 + 0.013 theta omega^2 + -0.151 omega^3,0.001 1 + -0.001 theta + 0.023 omega + -0.001 theta omega + -0.275 omega^2 + 0.025 theta omega^2 + -0.365 omega^3,1.4959245515e-03,-1.2028141693e-03,2.2593452484e-02,1.8969749033e-04,-7.1924392321e-04,-2.7458616952e-01,-8.4900652594e-06,-5.2712568211e-07,2.5265820900e-02,-3.6476495191e-01
44007,2025-01-24 10:10:00,nan,nan,nan,-0.002 theta + 1.009 omega + -0.001 theta^2 + 0.005 theta omega + -0.402 omega^2 + -0.073 theta omega^2 + 0.308 omega^3,0.001 1 + -0.005 theta + 0.018 omega + -0.001 theta^2 + 0.008 theta omega + -0.807 omega^2 + 0.001 theta^2 omega + -0.145 theta omega^2 + 0.564 omega^3,6.2344893924e-04,-4.8213341851e-03,1.8435159033e-02,-1.4119726382e-03,8.4267147220e-03,-8.0691373406e-01,-9.2547250267e-05,7.3594464209e-04,-1.4492635887e-01,5.6447737512e-01
44008,2025-01-24 10:15:00,nan,nan,nan,-0.002 theta + 1.000 omega + 0.007 theta omega + -0.083 omega^2 + -0.001 theta^2 omega + 0.015 theta omega^2 + 1.133 omega^3,0.001 1 + -0.003 theta + 0.001 omega + 0.001 theta^2 + 0.012 theta omega + -0.168 omega^2 + -0.002 theta^2 omega + 0.038 theta omega^2 + 2.262 omega^3,8.2014529150e-04,-3.2521746549e-03,6.4565823814e-04,5.0580141759e-04,1.2118769448e-02,-1.6803792622e-01,-1.6712667076e-05,-1.7391384691e-03,3.7785332049e-02,2.2616810674e+00
44009,2025-01-24 10:20:00,0.052548,2.242242,1.585940,0.002 1 + 0.928 omega + 0.003 theta omega + 0.691 omega^2 + -0.028 theta omega^2 + -1.352 omega^3,0.003 1 + -0.001 theta + -0.135 omega + 0.006 theta omega + 1.338 omega^2 + -0.055 theta omega^2 + -2.444 omega^3,2.6550514820e-03,-7.1107969839e-04,-1.3510667872e-01,1.4859402731e-04,5.5826803695e-03,1.3382639962e+00,-6.7642472181e-06,2.1655017162e-05,-5.5429496523e-02,-2.4442227039e+00
44010,2025-01-24 10:25:00,0.025878,2.265282,1.601901,0.052 1 + -0.005 theta + 0.197 omega + 0.050 theta omega + 3.122 omega^2 + -0.001 theta^2 omega + -0.111 theta omega^2 + -0.545 omega^3,0.101 1 + -0.009 theta + -1.552 omega + 0.098 theta omega + 5.886 omega^2 + -0.002 theta^2 omega + -0.216 theta omega^2 + -0.261 omega^3,1.0130722689e-01,-9.1764334410e-03,-1.5517764028e+00,2.8357461855e-04,9.7870647127e-02,5.8862844648e+00,-2.9678560463e-06,-1.5581652141e-03,-2.1550425268e-01,-2.6137366108e-01
44011,2025-01-24 10:30:00,nan,nan,nan,-0.010 1 + 0.001 theta + 1.156 omega + -0.029 theta omega + -0.012 omega^2 + 0.001 theta^2 omega + 0.011 theta omega^2 + -0.832 omega^3,-0.019 1 + 0.002 theta + 0.292 omega + -0.056 theta omega + 0.100 omega^2 + 0.002 theta^2 omega + 0.015 theta omega^2 + -1.790 omega^3,-1.9139900740e-02,2.0940404261e-03,2.9222960577e-01,8.4771121425e-05,-5.6202429171e-02,1.0013006061e-01,-7.9641176047e-06,2.2056135333e-03,1.4655684685e-02,-1.7897768737e+00
44012,2025-01-24 10:35:00,0.033487,1.059445,0.749515,-0.002 1 + 1.032 omega + -0.009 theta omega + -0.170 omega^2 + 0.010 theta omega^2 + 0.779 omega^3,-0.006 1 + 0.001 theta + 0.079 omega + -0.021 theta omega + -0.356 omega^2 + 0.001 theta^2 omega + 0.022 theta omega^2 + 1.590 omega^3,-6.2540435929e-03,7.5868559748e-04,7.9028758003e-02,1.3661268015e-04,-2.0832603868e-02,-3.5628245185e-01,-1.0693241949e-05,9.3008251110e-04,2.1543730429e-02,1.5900775790e+00
44013,2025-01-24 10:40:00,0.054512,6.413084,4.534899,0.001 1 + -0.001 theta + 1.015 omega + -0.216 omega^2 + -0.002 theta^2 omega + 0.103 theta omega^2 + -0.394 omega^3,0.002 1 + -0.001 theta + 0.030 omega + -0.457 omega^2 + -0.003 theta^2 omega + 0.198 theta omega^2 + -0.530 omega^3,1.9629109192e-03,-1.4230612283e-03,3.0326422366e-02,1.6653249831e-04,9.3712781375e-05,-4.5675854844e-01,9.8457817560e-06,-3.2718766965e-03,1.9755845483e-01,-5.2997461880e-01
44014,2025-01-24 10:45:00,nan,nan,nan,0.006 1 + -0.002 theta + 0.895 omega + 0.038 theta omega + 0.080 omega^2 + -0.002 theta^2 omega + -0.033 theta omega^2 + 1.507 omega^3,0.013 1 + -0.004 theta + -0.209 omega + 0.076 theta omega + 0.149 omega^2 + -0.005 theta^2 omega + -0.065 theta omega^2 + 2.982 omega^3,1.2778643658e-02,-4.0587232223e-03,-2.0905944482e-01,-8.8245279793e-05,7.6360167702e-02,1.4874517866e-01,2.4562475926e-05,-4.5540893365e-03,-6.4799612732e-02,2.9819360689e+00
44015,2025-01-24 10:50:00,0.053950,2.034964,1.439442,0.994 omega + -0.004 theta omega + -0.020 omega^2 + -0.013 theta omega^2 + 0.727 omega^3,-0.001 1 + -0.008 omega + -0.008 theta omega + -0.034 omega^2 + -0.001 theta^2 omega + -0.014 theta omega^2 + 1.216 omega^3,-9.3741579145e-04,-2.1239514858e-04,-7.5405471405e-03,1.6774145466e-04,-7.7128611720e-03,-3.3539239056e-02,4.1992361456e-06,-6.7988434937e-04,-1.4298508438e-02,1.2161385208e+00
44016,2025-01-24 10:55:00,0.075058,9.334515,6.600712,0.008 1 + -0.003 theta + 0.941 omega + 0.029 theta omega + 0.001 omega^2 + -0.003 theta^2 omega + 0.005 theta omega^2 + -0.483 omega^3,0.016 1 + -0.007 theta + -0.117 omega + 0.001 theta^2 + 0.059 theta omega + -0.001 omega^2 + -0.006 theta^2 omega + 0.011 theta omega^2 + -1.023 omega^3,1.5857305278e-02,-6.8782605494e-03,-1.1713469289e-01,6.2680308161e-04,5.9033840279e-02,-1.1484415054e-03,3.4365985681e-07,-6.1553812776e-03,1.0794710232e-02,-1.0229532659e+00
44017,2025-01-24 11:00:00,nan,nan,nan,-0.020 1 + 0.007 theta + 1.063 omega + -0.001 theta^2 + -0.028 theta omega + 0.335 omega^2 + 0.002 theta^2 omega + -0.045 theta omega^2 + 1.719 omega^3,-0.041 1 + 0.014 theta + 0.135 omega + -0.001 theta^2 + -0.057 theta omega + 0.646 omega^2 + 0.003 theta^2 omega + -0.087 theta omega^2 + 3.439 omega^3,-4.0879455877e-02,1.4247671338e-02,1.3475777182e-01,-1.2557966809e-03,-5.7025199455e-02,6.4575649244e-01,3.2353449521e-05,3.2190229115e-03,-8.6615866293e-02,3.4392748821e+00
44018,2025-01-24 11:05:00,0.294298,21.425144,15.151294,-0.003 1 + 0.003 theta + 0.891 omega + -0.001 theta^2 + 0.006 theta omega + 1.526 omega^2 + 0.001 theta^2 omega + -0.239 theta omega^2 + 3.265 omega^3,-0.007 1 + 0.006 theta + -0.216 omega + -0.001 theta^2 + 0.012 theta omega + 3.046 omega^2 + 0.003 theta^2 omega + -0.482 theta omega^2 + 6.821 omega^3,-6.9564031209e-03,6.3061838121e-03,-2.1575973155e-01,-1.0942285651e-03,1.1701278279e-02,3.0463632860e+00,4.0948772823e-05,3.0192975191e-03,-4.8232928444e-01,6.8214332009e+00
44019,2025-01-24 11:10:00,0.139338,9.111150,6.443309,0.001 1 + 0.975 omega + 0.006 theta omega + -0.077 omega^2 + 0.012 theta omega^2 + 0.492 omega^3,0.002 1 + 0.001 theta + -0.049 omega + 0.012 theta omega + -0.143 omega^2 + -0.001 theta^2 omega + 0.023 theta omega^2 + 1.044 omega^3,1.8117852122e-03,7.3728896701e-04,-4.9167148226e-02,-2.0470311664e-04,1.2107678082e-02,-1.4338561023e-01,-2.6405321411e-06,-6.0589859439e-04,2.2949166961e-02,1.0443436249e+00
44020,2025-01-24 11:15:00,nan,nan,nan,0.099 1 + 0.009 theta + 2.380 omega + 0.091 theta omega + 6.410 omega^2 + 0.001 theta^2 omega + 0.201 theta omega^2 + 10.387 omega^3,0.200 1 + 0.019 theta + 2.788 omega + 0.001 theta^2 + 0.182 theta omega + 13.023 omega^2 + 0.003 theta^2 omega + 0.408 theta omega^2 + 21.191 omega^3,1.9970369076e-01,1.8695577580e-02,2.7875635867e+00,5.1810032910e-04,1.8212511034e-01,1.3023082934e+01,3.6754109500e-06,2.9041462134e-03,4.0848423765e-01,2.1191420196e+01
