Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
53000,2025-02-24 16:40:00,0.087602,2.870246,2.030515,0.012 1 + -0.009 theta + 0.808 omega + 0.002 theta^2 + 0.104 theta omega + 0.631 omega^2 + -0.011 theta^2 omega + -0.152 theta omega^2 + -3.204 omega^3,0.023 1 + -0.019 theta + -0.383 omega + 0.005 theta^2 + 0.209 theta omega + 1.279 omega^2 + -0.023 theta^2 omega + -0.310 theta omega^2 + -6.729 omega^3,2.3420934273e-02,-1.8753786607e-02,-3.8293946530e-01,4.6868832801e-03,2.0860123588e-01,1.2785000091e+00,-3.6301845335e-04,-2.2907048600e-02,-3.0968401166e-01,-6.7286962848e+00
53001,2025-02-24 16:45:00,0.036018,1.473867,1.042492,0.006 1 + -0.001 theta + 0.889 omega + 0.003 theta omega + 0.852 omega^2 + -0.009 theta omega^2 + -2.174 omega^3,-0.012 1 + 0.001 theta + 0.190 omega + -0.016 theta omega + -0.700 omega^2 + 0.049 theta omega^2 + 0.080 omega^3,-1.1707757263e-02,1.1269029361e-03,1.8994371764e-01,-1.9331369378e-05,-1.6494583366e-02,-6.9976465056e-01,0.0000000000e+00,1.8938547195e-04,4.8824420416e-02,8.0388357827e-02
53002,2025-02-24 16:50:00,0.145137,8.322555,5.885830,0.001 1 + 1.023 omega + -0.002 theta omega + -0.004 omega^2 + 0.022 theta omega^2 + -1.714 omega^3,0.002 1 + -0.001 theta + 0.044 omega + -0.004 theta omega + -0.011 omega^2 + -0.001 theta^2 omega + 0.042 theta omega^2 + -3.240 omega^3,1.9972963926e-03,-8.9855253091e-04,4.3671656471e-02,-1.7559581952e-04,-3.9473881238e-03,-1.0852568691e-02,7.2815687639e-06,-9.0392262208e-04,4.1547706152e-02,-3.2404543238e+00
53003,2025-02-24 16:55:00,0.058401,2.350657,1.662678,0.013 1 + 0.003 theta + 1.042 omega + 0.008 theta omega + -0.224 omega^2 + -0.005 theta omega^2 + -0.690 omega^3,0.028 1 + 0.005 theta + 0.097 omega + 0.016 theta omega + -0.423 omega^2 + 0.001 theta^2 omega + -0.009 theta omega^2 + -1.399 omega^3,2.7793494073e-02,5.3282663237e-03,9.6759198807e-02,2.9980631329e-04,1.6369860020e-02,-4.2288854199e-01,5.0729500554e-06,5.3606757726e-04,-8.7085712319e-03,-1.3994321487e+00
53004,2025-02-24 17:00:00,0.161344,14.199751,10.041388,-0.005 1 + 0.001 theta + 0.982 omega + 0.268 omega^2 + -0.014 theta omega^2 + 1.047 omega^3,-0.011 1 + 0.001 theta + -0.035 omega + 0.001 theta omega + 0.525 omega^2 + -0.028 theta omega^2 + 2.071 omega^3,-1.0585697548e-02,1.0289515123e-03,-3.5193259352e-02,8.5765868183e-05,5.9264635234e-04,5.2545426521e-01,-1.0784198695e-05,1.4611612482e-04,-2.7979530722e-02,2.0705200695e+00
53005,2025-02-24 17:05:00,0.083945,5.319854,3.762173,-0.003 1 + 0.001 theta + 1.023 omega + -0.009 theta omega + 0.266 omega^2 + -0.002 theta^2 omega + -0.009 theta omega^2 + -1.079 omega^3,-0.006 1 + 0.003 theta + 0.047 omega + -0.018 theta omega + 0.526 omega^2 + -0.005 theta^2 omega + -0.022 theta omega^2 + -2.153 omega^3,-6.3997889052e-03,2.5550645487e-03,4.6847986392e-02,4.1903081929e-04,-1.8141968371e-02,5.2647800636e-01,-5.5542629587e-05,-4.6725886721e-03,-2.2300287149e-02,-2.1525427070e+00
53006,2025-02-24 17:10:00,0.076518,2.362135,1.671158,-0.001 theta + 1.002 omega + -0.002 theta omega + 0.036 omega^2 + 0.001 theta^2 omega + -0.037 theta omega^2 + 0.262 omega^3,0.001 1 + -0.003 theta + 0.007 omega + 0.001 theta^2 + -0.004 theta omega + 0.070 omega^2 + 0.001 theta^2 omega + -0.079 theta omega^2 + 0.513 omega^3,9.7110579005e-04,-2.7553195978e-03,6.6746050137e-03,9.0535224631e-04,-3.5747523740e-03,6.9520054236e-02,-7.1872974955e-05,1.1054701350e-03,-7.9209845350e-02,5.1330601970e-01
53007,2025-02-24 17:15:00,0.028226,1.073908,0.759630,-0.002 1 + 1.035 omega + 0.004 theta omega + 0.168 omega^2 + -0.001 theta^2 omega + -0.031 theta omega^2 + -1.410 omega^3,-0.005 1 + 0.071 omega + 0.008 theta omega + 0.357 omega^2 + -0.001 theta^2 omega + -0.061 theta omega^2 + -2.827 omega^3,-5.0019243771e-03,-2.0708696984e-04,7.1235348274e-02,1.0323852060e-04,8.0043667382e-03,3.5705996718e-01,-5.5658859508e-06,-1.4011368199e-03,-6.0880096899e-02,-2.8270743531e+00
53008,2025-02-24 17:20:00,0.106403,3.735465,2.642444,-0.007 1 + -0.005 theta + 0.998 omega + -0.001 theta^2 + -0.002 theta omega + 0.253 omega^2 + 0.110 theta omega^2 + -0.508 omega^3,-0.013 1 + -0.009 theta + -0.001 omega + -0.002 theta^2 + -0.004 theta omega + 0.510 omega^2 + 0.001 theta^2 omega + 0.223 theta omega^2 + -1.121 omega^3,-1.3057882715e-02,-9.4926055635e-03,-1.3464951680e-03,-1.5155523051e-03,-3.9876402775e-03,5.1018390740e-01,-7.5541842907e-05,6.5019129941e-04,2.2344386693e-01,-1.1208466057e+00
53009,2025-02-24 17:25:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.000 omega + 0.006 theta omega + -0.011 omega^2 + -0.001 theta^2 omega + 0.020 theta omega^2 + -0.333 omega^3,0.002 1 + -0.002 theta + 0.001 omega + 0.011 theta omega + -0.018 omega^2 + -0.001 theta^2 omega + 0.040 theta omega^2 + -0.725 omega^3,1.9069382338e-03,-1.5364687481e-03,1.4065324151e-03,-1.0528732025e-04,1.1458787512e-02,-1.7569848859e-02,1.6010906010e-05,-1.0878311929e-03,3.9629126722e-02,-7.2475404315e-01
