Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
26000,2024-11-18 10:45:00,0.053083,1.977040,1.398482,-0.003 1 + 0.001 theta + 0.986 omega + 0.001 theta omega + 0.182 omega^2 + -0.029 theta omega^2 + 0.401 omega^3,-0.006 1 + 0.001 theta + -0.029 omega + 0.001 theta omega + 0.345 omega^2 + -0.054 theta omega^2 + 0.835 omega^3,-5.8816355817e-03,1.0729226259e-03,-2.8582341810e-02,1.6628124475e-04,1.4162544691e-03,3.4548062452e-01,-3.1544450972e-05,4.0772310398e-04,-5.4335659087e-02,8.3477319386e-01
26001,2024-11-18 10:50:00,0.032529,1.655165,1.170605,0.989 omega + 0.001 theta omega + 0.156 omega^2 + 0.001 theta^2 omega + -0.002 theta omega^2 + 2.568 omega^3,0.001 1 + -0.019 omega + 0.002 theta omega + 0.316 omega^2 + 0.003 theta^2 omega + -0.006 theta omega^2 + 4.996 omega^3,7.7591727265e-04,-2.1730120120e-04,-1.9375203830e-02,-2.5317250677e-04,1.8571605563e-03,3.1635280024e-01,-2.6250363837e-05,2.8505196631e-03,-5.7998165686e-03,4.9958380826e+00
26002,2024-11-18 10:55:00,0.045303,3.485648,2.464933,-0.002 1 + -0.001 theta + 1.012 omega + -0.001 theta omega + 0.243 omega^2 + -0.002 theta^2 omega + 0.049 theta omega^2 + -1.955 omega^3,-0.003 1 + -0.001 theta + 0.025 omega + 0.001 theta^2 + -0.002 theta omega + 0.490 omega^2 + -0.004 theta^2 omega + 0.097 theta omega^2 + -3.926 omega^3,-3.0345409908e-03,-1.2101062994e-03,2.5159845072e-02,6.5346908250e-04,-2.4652427938e-03,4.9041028305e-01,-1.6368611075e-05,-4.3782696987e-03,9.7058466263e-02,-3.9257355028e+00
26003,2024-11-18 11:00:00,nan,nan,nan,0.027 1 + -0.001 theta + 0.348 omega + 0.026 theta omega + 3.830 omega^2 + 0.001 theta^2 omega + -0.219 theta omega^2 + 0.334 omega^3,0.051 1 + -0.003 theta + -1.026 omega + 0.059 theta omega + 4.810 omega^2 + -0.297 theta omega^2 + 3.164 omega^3,5.1095738466e-02,-3.0930737896e-03,-1.0257031893e+00,1.0468495861e-05,5.9415337153e-02,4.8099036001e+00,0.0000000000e+00,-3.5500872349e-05,-2.9707885265e-01,3.1643040544e+00
26004,2024-11-18 11:05:00,0.201668,6.094834,4.312057,1.040 omega + -0.004 theta omega + 0.039 omega^2 + -0.006 theta omega^2 + -1.013 omega^3,-0.001 1 + -0.001 theta + 0.081 omega + -0.009 theta omega + 0.102 omega^2 + 0.001 theta^2 omega + -0.012 theta omega^2 + -2.207 omega^3,-8.4718829973e-04,-9.6480434733e-04,8.0955998020e-02,1.2222692492e-04,-8.6118537535e-03,1.0246181072e-01,-4.3177078347e-06,5.1940148765e-04,-1.1946440763e-02,-2.2072324079e+00
26005,2024-11-18 11:10:00,nan,nan,nan,-0.005 1 + 1.121 omega + -0.018 theta omega + -0.583 omega^2 + 0.001 theta^2 omega + 0.053 theta omega^2 + -0.483 omega^3,-0.011 1 + 0.001 theta + 0.249 omega + -0.038 theta omega + -1.133 omega^2 + 0.001 theta^2 omega + 0.104 theta omega^2 + -1.094 omega^3,-1.1064016454e-02,8.1398932907e-04,2.4883394575e-01,1.7986941707e-04,-3.7968160310e-02,-1.1330922016e+00,-1.3377397298e-05,1.4237298753e-03,1.0384957841e-01,-1.0940908326e+00
26006,2024-11-18 11:15:00,0.025445,1.423292,1.006581,0.005 1 + -0.002 theta + 1.137 omega + 0.011 theta omega + -2.215 omega^2 + -0.006 theta omega^2 + 7.235 omega^3,-0.024 1 + 0.641 omega + -5.632 omega^2 + 0.011 theta omega^2 + 16.087 omega^3,-2.4466944251e-02,-1.4033877858e-04,6.4103167440e-01,1.3488577781e-05,4.3398447088e-04,-5.6322204490e+00,0.0000000000e+00,-1.2316926860e-04,1.0614127777e-02,1.6087320946e+01
26007,2024-11-18 11:20:00,0.053586,3.160618,2.235216,0.001 1 + -0.001 theta + 1.039 omega + 0.002 theta omega + -0.138 omega^2 + 0.020 theta omega^2 + -1.001 omega^3,0.002 1 + -0.003 theta + 0.079 omega + 0.004 theta omega + -0.238 omega^2 + -0.001 theta^2 omega + 0.040 theta omega^2 + -2.238 omega^3,1.5316678020e-03,-2.6037246555e-03,7.8701306079e-02,2.3911786192e-04,3.8105717585e-03,-2.3818552937e-01,-4.8823566412e-06,-5.5908963572e-04,4.0140100933e-02,-2.2375631592e+00
26008,2024-11-18 11:25:00,0.017755,0.643226,0.455003,-0.007 1 + 1.032 omega + -0.003 theta omega + 0.331 omega^2 + -0.034 theta omega^2 + -0.641 omega^3,-0.011 1 + 0.002 theta + 0.068 omega + -0.009 theta omega + 0.285 omega^2 + -0.032 theta omega^2 + -0.810 omega^3,-1.0567928398e-02,1.9229317504e-03,6.7770574017e-02,-8.4336318668e-05,-8.5007457784e-03,2.8467161934e-01,0.0000000000e+00,2.8021502714e-04,-3.2431638012e-02,-8.0956699861e-01
26009,2024-11-18 11:30:00,0.100211,4.145927,2.932469,0.008 1 + 0.001 theta + 1.041 omega + 0.006 theta omega + -0.436 omega^2 + -0.071 theta omega^2 + -1.078 omega^3,0.017 1 + 0.002 theta + 0.079 omega + 0.011 theta omega + -0.889 omega^2 + -0.144 theta omega^2 + -1.993 omega^3,1.7142390090e-02,1.7327422383e-03,7.9124244344e-02,-4.9319525455e-04,1.0806135732e-02,-8.8910478007e-01,-4.7491292106e-05,3.7951486230e-04,-1.4355132338e-01,-1.9929559566e+00
