Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
41000,2025-01-13 23:05:00,1.770737,71.076174,50.274039,0.019 1 + 0.007 theta + 1.063 omega + 0.001 theta^2 + 0.035 theta omega + -0.942 omega^2 + 0.002 theta^2 omega + -0.062 theta omega^2 + -1.646 omega^3,0.040 1 + 0.014 theta + 0.141 omega + 0.001 theta^2 + 0.072 theta omega + -1.815 omega^2 + 0.005 theta^2 omega + -0.121 theta omega^2 + -3.149 omega^3,3.9536420747e-02,1.3556267397e-02,1.4082215304e-01,1.0152360014e-03,7.2262024607e-02,-1.8154062667e+00,1.6707572731e-05,4.6509364528e-03,-1.2092320070e-01,-3.1490136982e+00
41001,2025-01-13 23:10:00,nan,nan,nan,-0.001 1 + -0.001 theta + 1.028 omega + -0.022 theta omega + 0.519 omega^2 + -0.046 theta omega^2 + 0.991 omega^3,-0.002 1 + -0.002 theta + 0.050 omega + -0.039 theta omega + 1.398 omega^2 + -0.167 theta omega^2 + 7.867 omega^3,-2.1138245799e-03,-2.3132029960e-03,4.9799381840e-02,-5.4069713093e-06,-3.8815036031e-02,1.3975399776e+00,0.0000000000e+00,-4.1457088804e-05,-1.6728924905e-01,7.8673346077e+00
41002,2025-01-13 23:15:00,0.022355,1.342564,0.949467,0.995 omega + -0.011 theta omega + 0.506 omega^2 + -0.136 theta omega^2 + 9.031 omega^3,-0.001 1 + -0.001 theta + -0.004 omega + -0.021 theta omega + 1.000 omega^2 + -0.268 theta omega^2 + 17.698 omega^3,-6.4022866021e-04,-6.0551945200e-04,-4.2518287674e-03,-3.5637106239e-05,-2.1449066838e-02,1.0003837184e+00,-1.9485450549e-06,2.8298617340e-04,-2.6754349988e-01,1.7698253483e+01
41003,2025-01-13 23:20:00,nan,nan,nan,0.993 omega + -0.006 theta omega + 0.135 omega^2 + -0.007 theta omega^2 + 0.705 omega^3,-0.001 1 + -0.012 omega + -0.014 theta omega + 0.396 omega^2 + -0.072 theta omega^2 + 3.656 omega^3,-8.4205589689e-04,-4.6523415806e-04,-1.2475825054e-02,5.1363419707e-06,-1.3969733827e-02,3.9583016786e-01,0.0000000000e+00,-1.4767756139e-06,-7.2134396118e-02,3.6557817093e+00
41004,2025-01-13 23:25:00,nan,nan,nan,-0.004 1 + -0.002 theta + 0.972 omega + -0.012 theta omega + 0.095 omega^2 + -0.001 theta^2 omega + 0.001 theta omega^2 + 0.626 omega^3,-0.008 1 + -0.004 theta + -0.054 omega + -0.024 theta omega + 0.214 omega^2 + -0.001 theta^2 omega + 1.376 omega^3,-8.0733334576e-03,-3.5617174918e-03,-5.3643228415e-02,-2.2023894954e-04,-2.3579364155e-02,2.1407365381e-01,-1.9351305507e-06,-1.1649950952e-03,-4.9997438326e-04,1.3762196301e+00
41005,2025-01-13 23:30:00,nan,nan,nan,0.015 1 + 0.001 theta + 1.348 omega + 0.025 theta omega + 2.182 omega^2 + 0.001 theta^2 omega + 0.058 theta omega^2 + 5.560 omega^3,0.015 1 + 0.001 theta + 0.336 omega + 0.024 theta omega + 1.847 omega^2 + 0.046 theta omega^2 + 4.025 omega^3,1.5221373472e-02,1.3863512842e-03,3.3596363063e-01,3.1743350205e-05,2.4362358579e-02,1.8470361213e+00,0.0000000000e+00,4.9968308749e-04,4.5507979205e-02,4.0246161067e+00
41006,2025-01-13 23:35:00,1.521254,78.910795,55.808726,0.008 1 + 0.004 theta + 0.996 omega + 0.008 theta omega + -0.656 omega^2 + 0.001 theta^2 omega + -0.055 theta omega^2 + -1.516 omega^3,0.017 1 + 0.008 theta + -0.003 omega + 0.001 theta^2 + 0.017 theta omega + -1.308 omega^2 + 0.002 theta^2 omega + -0.108 theta omega^2 + -3.094 omega^3,1.6818799187e-02,8.3075460257e-03,-3.3086012808e-03,1.0163255516e-03,1.7420580855e-02,-1.3084369315e+00,3.5473970711e-05,1.6383061918e-03,-1.0780929990e-01,-3.0937497788e+00
41007,2025-01-13 23:40:00,0.064736,2.847350,2.013901,0.001 1 + -0.002 theta + 0.964 omega + 0.001 theta^2 + 0.035 theta omega + 0.577 omega^2 + -0.006 theta^2 omega + -0.196 theta omega^2 + -2.867 omega^3,0.002 1 + -0.004 theta + -0.072 omega + 0.002 theta^2 + 0.072 theta omega + 1.215 omega^2 + -0.013 theta^2 omega + -0.414 theta omega^2 + -6.020 omega^3,1.9625788453e-03,-4.2202012582e-03,-7.1698135896e-02,2.0703353357e-03,7.1877740054e-02,1.2149067618e+00,-2.8056218985e-04,-1.2564840005e-02,-4.1403690899e-01,-6.0198545177e+00
41008,2025-01-13 23:45:00,0.021055,0.502847,0.355878,1.062 omega + 0.002 theta omega + 1.133 omega^2 + 0.035 theta omega^2 + 5.604 omega^3,-0.001 theta + 0.124 omega + 0.005 theta omega + 2.176 omega^2 + 0.064 theta omega^2 + 10.970 omega^3,-1.3360198195e-04,-7.2990098324e-04,1.2387566882e-01,-8.4956786724e-05,5.1450962650e-03,2.1759201296e+00,-2.1628005256e-06,-1.2012060596e-04,6.4293045930e-02,1.0969952937e+01
41009,2025-01-13 23:50:00,0.058273,2.469625,1.746774,-0.002 theta + 1.064 omega + 0.018 theta omega + 0.260 omega^2 + 0.001 theta^2 omega + 0.018 theta omega^2 + 1.280 omega^3,-0.003 theta + 0.129 omega + -0.001 theta^2 + 0.035 theta omega + 0.528 omega^2 + 0.002 theta^2 omega + 0.037 theta omega^2 + 2.664 omega^3,-4.8738632635e-04,-3.4752491170e-03,1.2893110545e-01,-8.7622911866e-04,3.5115849543e-02,5.2844426601e-01,-4.9035640492e-05,1.7399437141e-03,3.6512588288e-02,2.6639920519e+00
41010,2025-01-13 23:55:00,nan,nan,nan,-0.003 1 + -0.001 theta + 0.937 omega + -0.016 theta omega + -0.309 omega^2 + 0.001 theta^2 omega + -0.132 theta omega^2 + 1.905 omega^3,-0.005 1 + -0.001 theta + -0.125 omega + -0.032 theta omega + -0.623 omega^2 + 0.002 theta^2 omega + -0.268 theta omega^2 + 3.975 omega^3,-5.1987508408e-03,-1.3627463098e-03,-1.2463062109e-01,5.5747263970e-05,-3.2058210705e-02,-6.2311612779e-01,-6.9937052404e-06,1.9505813265e-03,-2.6784751105e-01,3.9752323301e+00
41011,2025-01-14 00:00:00,nan,nan,nan,0.983 omega + 0.001 theta omega + 0.161 omega^2 + 0.010 theta omega^2 + 2.152 omega^3,-0.033 omega + 0.002 theta omega + 0.355 omega^2 + 0.001 theta^2 omega + 0.023 theta omega^2 + 4.476 omega^3,-4.6394568105e-04,3.1695532889e-04,-3.3041232278e-02,2.6020105896e-04,1.7133770222e-03,3.5492310982e-01,-1.0330672920e-04,5.8183151747e-04,2.2996763448e-02,4.4757792995e+00
41012,2025-01-14 00:05:00,0.173239,14.983979,10.595981,0.003 1 + 0.003 theta + 0.877 omega + 0.001 theta^2 + -0.020 theta omega + -1.389 omega^2 + -0.202 theta omega^2 + 1.465 omega^3,0.006 1 + 0.006 theta + -0.242 omega + 0.001 theta^2 + -0.040 theta omega + -2.776 omega^2 + -0.406 theta omega^2 + 2.897 omega^3,6.2650077113e-03,5.7730225611e-03,-2.4179494054e-01,1.1895348307e-03,-3.9503588723e-02,-2.7762345697e+00,5.9247616139e-05,4.3488259124e-06,-4.0562559056e-01,2.8970964564e+00
41013,2025-01-14 00:10:00,0.045141,1.259035,0.890844,0.003 1 + 1.043 omega + 0.002 theta omega + 0.248 omega^2 + 0.003 theta omega^2 + 0.643 omega^3,0.011 1 + 0.001 theta + 0.119 omega + 0.006 theta omega + 0.573 omega^2 + 0.007 theta omega^2 + 1.402 omega^3,1.0868915493e-02,8.9073885018e-04,1.1894515336e-01,1.8556914319e-05,5.9401962388e-03,5.7322930393e-01,0.0000000000e+00,9.1133347723e-05,7.4094809527e-03,1.4023360389e+00
41014,2025-01-14 00:15:00,nan,nan,nan,0.030 1 + -0.002 theta + 1.625 omega + 0.010 theta omega + 2.982 omega^2 + -0.001 theta^2 omega + 0.137 theta omega^2 + 1.249 omega^3,0.060 1 + -0.003 theta + 1.257 omega + 0.021 theta omega + 6.008 omega^2 + -0.002 theta^2 omega + 0.276 theta omega^2 + 2.569 omega^3,5.9837287168e-02,-3.4980930179e-03,1.2569321964e+00,-3.2475136462e-04,2.0583024214e-02,6.0078882405e+00,0.0000000000e+00,-2.0576036323e-03,2.7565866185e-01,2.5688241370e+00
41015,2025-01-14 00:20:00,0.028888,0.853276,0.603703,0.011 1 + 0.001 theta + 1.192 omega + 0.016 theta omega + 0.967 omega^2 + 0.039 theta omega^2 + 1.802 omega^3,0.023 1 + 0.003 theta + 0.434 omega + 0.038 theta omega + 2.412 omega^2 + 0.001 theta^2 omega + 0.100 theta omega^2 + 4.698 omega^3,2.3267384139e-02,2.7569765610e-03,4.3384221585e-01,8.0281654123e-05,3.8109556919e-02,2.4121228308e+00,0.0000000000e+00,7.7391067677e-04,9.9896908753e-02,4.6977015169e+00
41016,2025-01-14 00:25:00,0.232438,26.915912,19.033134,0.969 omega + -0.013 theta omega + -0.208 omega^2 + -0.030 theta omega^2 + -0.759 omega^3,-0.060 omega + -0.027 theta omega + -0.406 omega^2 + -0.061 theta omega^2 + -1.490 omega^3,3.9013529675e-05,2.4185035998e-04,-6.0370341509e-02,2.2019458561e-04,-2.7440600865e-02,-4.0646007239e-01,2.6364968655e-06,1.8054761819e-04,-6.1210526916e-02,-1.4903153814e+00
41017,2025-01-14 00:30:00,0.011359,0.595295,0.421014,-0.004 1 + 1.027 omega + 0.003 theta omega + 0.250 omega^2 + 0.015 theta omega^2 + 0.216 omega^3,-0.009 1 + -0.001 theta + 0.037 omega + 0.005 theta omega + 0.439 omega^2 + 0.027 theta omega^2 + 0.460 omega^3,-9.2431133916e-03,-7.1494860600e-04,3.6855855698e-02,-6.7319513805e-06,5.2399838329e-03,4.3870462050e-01,0.0000000000e+00,1.3013471007e-04,2.6888974723e-02,4.5970398774e-01
41018,2025-01-14 00:35:00,nan,nan,nan,0.044 1 + -0.007 theta + 0.651 omega + 0.051 theta omega + 0.316 omega^2 + -0.002 theta^2 omega + -0.046 theta omega^2 + 0.977 omega^3,0.090 1 + -0.015 theta + -0.708 omega + 0.001 theta^2 + 0.105 theta omega + 0.643 omega^2 + -0.003 theta^2 omega + -0.094 theta omega^2 + 1.990 omega^3,8.9975757249e-02,-1.4920289073e-02,-7.0827827144e-01,6.3436572135e-04,1.0462245489e-01,6.4324868529e-01,-5.8036658836e-06,-3.2558759605e-03,-9.3656399117e-02,1.9898934125e+00
