Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
0,2024-08-15 00:00:00,0.006116,0.035256,0.025302,0.069226,5.342885,3.778307,6.1598,7576,0,1.00000omega,-0.075421 + -0.03560theta + -0.01405omega + -0.04496theta^2 + 0.00351theta omega + 0.04649omega^2 + -0.00854theta^3 + 0.00326theta^2 omega + -0.01544theta omega^2 + -0.06765omega^3,-0.125772*omega**3 - 0.000957*omega**2*theta + 0.014463*omega**2 + 7.0e-6*omega*theta**2 - 1.2e-5*omega*theta - 0.000495*omega - 0.e-6*theta**3 - 7.0e-6*theta**2 + 1.9e-5*theta - 0.000314
1,2024-08-15 00:25:00,0.004061,0.035337,0.025151,nan,nan,nan,9.5591,8827,1,1.00000omega,-0.033611 + -0.09080theta + -0.02739omega + 0.01973theta^2 + -0.11348theta omega + 0.30354omega^2 + -0.05251theta^3 + 0.01577theta^2 omega + -0.06924theta omega^2 + 0.05617omega^3,0.267724*omega**3 - 0.011001*omega**2*theta + 0.151514*omega**2 + 8.4e-5*omega*theta**2 - 0.001971*omega*theta + 0.003914*omega - 9.0e-6*theta**3 + 8.6e-5*theta**2 - 0.000364*theta + 0.000452
2,2024-08-15 00:45:00,0.003439,0.027576,0.019650,0.069078,4.258949,3.011928,9.0438,8343,0,1.00000omega,-0.071471 + -0.02874theta + -0.01040omega + -0.00460theta^2 + 0.01272theta omega + 0.01873omega^2 + -0.00915theta^3 + 0.00704theta^2 omega + -0.00081theta omega^2 + -0.03634omega^3,-0.223558*omega**3 - 0.000166*omega**2*theta + 0.006911*omega**2 + 4.8e-5*omega*theta**2 + 0.001102*omega*theta + 0.005771*omega - 2.0e-6*theta**3 - 6.1e-5*theta**2 - 0.000635*theta - 0.002447
3,2024-08-15 00:50:00,0.003107,0.017992,0.012911,0.064410,1.161341,0.822454,8.6257,5261,0,1.00000omega,-0.243641 + -1.65167theta + 0.02774omega + 0.33656theta^2 + 0.83686theta omega + -0.03511omega^2 + -0.22526theta^3 + -2.26562theta^2 omega + -0.73088theta omega^2 + 0.00647omega^3,0.055954*omega**3 - 0.210692*omega**2*theta - 0.027046*omega**2 - 0.02177*omega*theta**2 + 0.013284*omega*theta + 0.001474*omega - 7.2e-5*theta**3 + 0.000192*theta**2 - 0.00182*theta - 0.000575
4,2024-08-15 00:55:00,0.005038,0.033904,0.024237,0.228426,10.752738,7.605049,21.7302,9042,0,1.00000omega,-0.010731 + 0.01238theta + 0.05496omega + -0.04238theta^2 + 0.02456theta omega + 0.00409omega^2 + -0.01739theta^3 + 0.01367theta^2 omega + 0.00543theta omega^2 + 0.00537omega^3,0.03326*omega**3 + 0.001121*omega**2*theta - 0.010636*omega**2 + 9.4e-5*omega*theta**2 - 0.001725*omega*theta + 0.009372*omega - 4.0e-6*theta**3 + 0.000112*theta**2 - 0.000996*theta + 0.002685
5,2024-08-15 01:00:00,0.004992,0.093589,0.066271,0.115350,3.157500,2.234179,-10795503616.0000,5077,0,1.00000omega,-0.015531 + -0.05104theta + -0.06783omega + 0.01385theta^2 + -0.04945theta omega + -0.17853omega^2 + -0.22597theta^3 + -0.01053theta^2 omega + 0.05509theta omega^2 + -0.05595omega^3,-0.209961*omega**3 + 0.006891*omega**2*theta - 0.033918*omega**2 - 4.4e-5*omega*theta**2 - 0.000955*omega*theta - 0.005523*omega - 3.1e-5*theta**3 - 0.000394*theta**2 - 0.001705*theta - 0.002587
6,2024-08-15 01:05:00,0.005983,0.031042,0.022354,0.093286,6.226042,4.402970,80.2594,9999,0,1.00000omega,-0.021191 + -0.00057theta + 0.02450omega + -0.00256theta^2 + -0.00374theta omega + -0.00561omega^2 + -0.00094theta^3 + 0.00011theta^2 omega + 0.00115theta omega^2 + 0.00515omega^3,0.076354*omega**3 + 0.000568*omega**2*theta + 0.004775*omega**2 + 2.0e-6*omega*theta**2 - 3.2e-5*omega*theta - 0.000101*omega - 0.e-6*theta**3 - 2.6e-5*theta**2 - 0.000426*theta - 0.002378
7,2024-08-15 01:10:00,0.011783,0.069722,0.050000,0.087186,6.514397,4.606787,96.1956,9999,0,1.00000omega,0.009151 + -0.01487theta + 0.00484omega + 0.00077theta^2 + 0.00220theta omega + 0.01203omega^2 + -0.00002theta^3 + 0.00027theta^2 omega + -0.00250theta omega^2 + -0.00175omega^3,-0.008043*omega**3 - 0.000383*omega**2*theta - 0.002035*omega**2 + 1.0e-6*omega*theta**2 + 7.7e-5*omega*theta + 0.001094*omega - 8.0e-6*theta - 0.00018
8,2024-08-15 01:15:00,0.030188,0.346507,0.245946,0.036082,0.634224,0.449190,3853.3167,9999,0,1.00000omega,0.004491 + -0.00868theta + -0.00702omega + -0.00107theta^2 + 0.00059theta omega + 0.00357omega^2 + -0.00007theta^3 + 0.00046theta^2 omega + -0.00020theta omega^2 + -0.00087omega^3,-0.021433*omega**3 - 0.000164*omega**2*theta - 0.000285*omega**2 + 1.3e-5*omega*theta**2 + 0.000558*omega*theta + 0.005931*omega - 5.0e-6*theta**2 - 0.000144*theta - 0.001325
9,2024-08-15 01:20:00,0.003776,0.022526,0.016151,nan,nan,nan,5.7420,8778,1,1.00000omega,0.147381 + -0.71842theta + 0.02935omega + 0.29143theta^2 + -0.09772theta omega + 0.00077omega^2 + 0.00059theta^3 + -0.00716theta^2 omega + -0.00742theta omega^2 + 0.01548omega^3,0.063669*omega**3 - 0.001017*omega**2*theta - 0.007606*omega**2 - 3.3e-5*omega*theta**2 - 0.001714*omega*theta - 0.010346*omega + 0.000122*theta**2 + 0.001078*theta + 0.001506
10,2024-08-15 01:25:00,0.004226,0.030027,0.021441,0.079398,5.399799,3.818648,21.9042,9999,0,1.00000omega,0.008241 + -0.00610theta + -0.02556omega + 0.00164theta^2 + 0.00163theta omega + 0.00679omega^2 + -0.00114theta^3 + -0.00270theta^2 omega + 0.00064theta omega^2 + -0.00659omega^3,-0.055851*omega**3 + 0.000181*omega**2*theta + 0.001751*omega**2 - 2.5e-5*omega*theta**2 + 0.000552*omega*theta - 0.003835*omega + 1.2e-5*theta**2 - 0.00014*theta + 0.000578
11,2024-08-15 01:30:00,0.006964,0.047006,0.033601,0.051089,7.807252,5.520679,51.2942,9999,0,1.00000omega,-0.035351 + -0.02606theta + -0.01552omega + -0.00428theta^2 + 0.00198theta omega + -0.00380omega^2 + -0.00003theta^3 + 0.00006theta^2 omega + -0.00065theta omega^2 + -0.00009omega^3,-0.000641*omega**3 - 0.000154*omega**2*theta - 0.004867*omega**2 + 5.1e-5*omega*theta + 0.000292*omega - 3.0e-6*theta**2 - 0.000129*theta - 0.00159
12,2024-08-15 01:35:00,0.003063,0.018086,0.012971,nan,nan,nan,7.9107,6875,0,1.00000omega,0.012521 + 0.05433theta + 0.02364omega + -0.03805theta^2 + -0.06172theta omega + 0.09567omega^2 + 0.01262theta^3 + 0.00747theta^2 omega + 0.00971theta omega^2 + -0.01983omega^3,-0.149916*omega**3 + 0.002447*omega**2*theta + 0.067707*omega**2 + 6.3e-5*omega*theta**2 - 2.3e-5*omega*theta - 0.003459*omega + 4.0e-6*theta**3 + 6.4e-5*theta**2 + 0.000405*theta + 0.000979
13,2024-08-15 01:40:00,0.009778,0.054489,0.039145,0.063193,4.879900,3.450900,100.1558,9999,0,1.00000omega,-0.003701 + -0.00296theta + 0.01281omega + -0.00002theta^2 + 0.00079theta omega + -0.00111omega^2 + -0.00003theta^3 + -0.00012theta^2 omega + -0.00061theta omega^2 + 0.00204omega^3,0.01414*omega**3 - 0.000141*omega**2*theta - 0.003003*omega**2 - 0.e-6*omega*theta**2 - 2.0e-5*omega*theta + 0.000365*omega - 1.1e-5*theta - 0.000111
14,2024-08-15 01:45:00,0.014059,0.155403,0.110335,0.088504,3.692586,2.611802,122.7529,9999,0,1.00000omega,-0.017161 + -0.01394theta + -0.02043omega + 0.00284theta^2 + 0.00102theta omega + 0.01610omega^2 + 0.00007theta^3 + -0.00010theta^2 omega + 0.00069theta omega^2 + -0.00689omega^3,-0.025753*omega**3 + 8.6e-5*omega**2*theta + 0.007325*omega**2 - 4.0e-6*omega*theta - 0.000603*omega + 2.0e-6*theta**2 + 3.8e-5*theta + 0.000124
15,2024-08-15 01:50:00,0.004222,0.028119,0.020106,0.156196,6.085118,4.304245,6.8669,6357,0,1.00000omega,-0.017421 + -0.55555theta + -0.03723omega + 0.16050theta^2 + 0.04950theta omega + 0.01937omega^2 + -0.04856theta^3 + 0.05141theta^2 omega + -0.16758theta omega^2 + -0.00815omega^3,-0.029354*omega**3 - 0.020119*omega**2*theta + 0.060042*omega**2 + 0.000206*omega*theta**2 - 0.000519*omega*theta - 0.001311*omega - 6.0e-6*theta**3 + 0.000113*theta**2 - 0.001081*theta + 0.002135
16,2024-08-15 01:55:00,0.006060,0.039860,0.028509,0.059756,1.690884,1.196382,14.6233,9999,0,1.00000omega,-0.060041 + -0.03319theta + 0.02547omega + -0.00723theta^2 + 0.02779theta omega + -0.09863omega^2 + -0.00928theta^3 + 0.00281theta^2 omega + 0.00343theta omega^2 + -0.01615omega^3,-0.050956*omega**3 + 0.000361*omega**2*theta - 0.038576*omega**2 + 1.0e-5*omega*theta**2 - 5.9e-5*omega*theta - 0.001351*omega - 1.0e-6*theta**3 + 5.7e-5*theta**2 - 0.001027*theta + 0.006209
17,2024-08-15 02:00:00,0.004327,0.031556,0.022522,nan,nan,nan,14.5453,8083,0,1.00000omega,0.020841 + 0.01597theta + 0.02991omega + 0.02790theta^2 + -0.03005theta omega + -0.04884omega^2 + -0.04456theta^3 + -0.00086theta^2 omega + 0.03603theta omega^2 + 0.01322omega^3,0.074187*omega**3 + 0.00674*omega**2*theta + 0.025129*omega**2 - 5.0e-6*omega*theta**2 - 0.000507*omega*theta - 0.002229*omega - 9.0e-6*theta**3 - 0.000177*theta**2 - 0.001107*theta - 0.002187
18,2024-08-15 02:05:00,0.003709,0.023149,0.016577,0.168238,8.840731,6.252473,12.0921,7168,0,1.00000omega,0.033791 + -0.10834theta + 0.03315omega + -0.00170theta^2 + 0.00651theta omega + 0.03062omega^2 + -0.00371theta^3 + -0.00100theta^2 omega + -0.01908theta omega^2 + -0.00493omega^3,-0.033285*omega**3 - 0.004294*omega**2*theta + 0.043536*omega**2 - 8.0e-6*omega*theta**2 + 0.000204*omega*theta + 6.7e-5*omega - 0.e-6*theta**3 + 1.8e-5*theta**2 - 0.000235*theta + 0.001138
19,2024-08-15 02:10:00,0.003469,0.024731,0.017659,0.168942,7.272773,5.144014,7.2305,6698,0,1.00000omega,0.015971 + -0.03697theta + 0.03382omega + 0.01543theta^2 + 0.11123theta omega + -0.10393omega^2 + -0.06778theta^3 + -0.00371theta^2 omega + -0.12192theta omega^2 + -0.01091omega^3,-0.056227*omega**3 - 0.020945*omega**2*theta - 0.171301*omega**2 - 2.1e-5*omega*theta**2 + 0.001277*omega*theta + 0.009739*omega - 1.3e-5*theta**3 - 0.000231*theta**2 - 0.001409*theta - 0.002911
20,2024-08-15 02:15:00,0.003388,0.031840,0.022641,0.158525,4.467396,3.160914,2.2671,6472,0,1.00000omega,0.014781 + -0.27821theta + 0.06259omega + 0.01312theta^2 + -0.03148theta omega + 0.07278omega^2 + -0.12423theta^3 + 0.00628theta^2 omega + -0.01124theta omega^2 + 0.01459omega^3,0.046855*omega**3 - 0.001203*omega**2*theta + 0.017369*omega**2 + 2.2e-5*omega*theta**2 - 0.000103*omega*theta + 0.00089*omega - 1.5e-5*theta**3 - 0.000233*theta**2 - 0.001529*theta - 0.003737
